City Key;WWI City ID;City;State Province;Country;Continent;Sales Territory;Region;Subregion;Location;Latest Recorded Population;Valid From;Valid To;Lineage Key
515;28463;Red Bank;Tennessee;United States;North America;Southeast;Americas;Northern America;0xE6100000010CA5828AAA5F8E4140B25B15F2D25255C0;11651;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
516;28464;Red Bank;South Carolina;United States;North America;Southeast;Americas;Northern America;0xE6100000010CBA2AF5D14EF740402BB2E77C424F54C0;9617;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
517;28465;Red Bank;New Jersey;United States;North America;Mideast;Americas;Northern America;0xE6100000010CD5377A466C2C4440E59A02991D8452C0;12206;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
518;28466;Red Banks;Mississippi;United States;North America;Southeast;Americas;Northern America;0xE6100000010CA61023DF006A4140EF50B92E216456C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
519;28467;Red Bay;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010C628F3F074C3841405D555117040956C0;3158;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
520;28468;Red Bluff;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CBBDAE5B6D81644402F1A8DD7178F5EC0;14076;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
521;28469;Red Boiling Springs;Tennessee;United States;North America;Southeast;Americas;Northern America;0xE6100000010CBE068E1546444240AED0AC11667655C0;1112;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
522;28470;Red Bud;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CABBF6F8D191B4340A1B0D52FA27F56C0;3698;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
523;28471;Red Butte;Wyoming;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CD7CC107D2D6745401C00BBE4C99B5AC0;449;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
524;28472;Red Buttes;Wyoming;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CDDD506825B974440F81FF4C70F665AC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
525;28473;Red Cedar;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C6297F26B355846408EA960F998F856C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
526;28474;Red Chute;Louisiana;United States;North America;Southeast;Americas;Northern America;0xE6100000010C8B0D277A2A474040B6172C303F6757C0;6261;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
527;28475;Red Cliff;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C53CDACA5806D474051DD5CFC6DB256C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
528;28476;Red Cliff;Colorado;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CB09EA40A90C14340346CEFAE8E975AC0;267;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
529;28477;Red Cloud;Nebraska;United States;North America;Plains;Americas;Northern America;0xE6100000010C2E043928610B444027E77A913FA158C0;1020;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
530;28478;Red Corral;California;United States;North America;Far West;Americas;Northern America;0xE6100000010C5EBBB4E1B0344340E5AC99C6C0265EC0;1413;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
531;28479;Red Creek;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010C8DD47B2AA79F4540DEA4B3DD4E2E53C0;532;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
532;28480;Red Cross;North Carolina;United States;North America;Southeast;Americas;Northern America;0xE6100000010C6648BA0B39A24140F0F55A75C21654C0;742;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
533;28513;Red River Hot Springs;Idaho;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CC4AFFD09D3E44640C634D3BDCECC5CC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
534;28935;Riesel;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C9D9D0C8E92793F409B43ADC4173B58C0;1007;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
535;28936;Rieth;Oregon;United States;North America;Far West;Americas;Northern America;0xE6100000010C162B0F779AD44640B319F1AEC4B75DC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
536;28937;Rifle;Colorado;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C49CCFD1F71C44340677682A21EF25AC0;9172;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
537;28938;Rifton;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010CBBAEA93D36EB4440C7A58526648252C0;456;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
538;28939;Riga;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010C5B311290E5884540273F98CA917853C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
539;28940;Rigby;Idaho;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C7AF8D79711D6454087985CD68EFA5BC0;3945;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
540;28941;Riggins;Idaho;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C2C6684B707B646401D739EB12F145DC0;419;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
541;28942;Riley;Oregon;United States;North America;Far West;Americas;Northern America;0xE6100000010C48C5FF1D51C545400FD65AF33EE05DC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
542;28943;Riley;Kentucky;United States;North America;Southeast;Americas;Northern America;0xE6100000010CBBD39D279EC74240CF712486534655C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
543;28944;Riley;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010CA9609EDF41A64340D185A28A2C3558C0;939;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
544;28945;Riley;Indiana;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C109546CCECB14340276E707D33D355C0;221;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
545;28946;Rileyville;Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CE551E053EF6143402DB6A4FED59853C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
546;28947;Rillito;Arizona;United States;North America;Southwest;Americas;Northern America;0xE6100000010C2F489FFB173540404E2A1A6BFFC95BC0;97;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
547;28948;Rillton;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010C9E279EB30525444039132E3FCBEE53C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
548;28949;Rimersburg;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010C31EBC5504E8544407B8670CC32E053C0;951;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
549;28950;Rimforest;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CD77734C4671D4140B32E2416674E5DC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
550;28951;Rimini;South Carolina;United States;North America;Southeast;Americas;Northern America;0xE6100000010C72666089ACD540409867CAF3052054C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
551;28952;Rinard;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CD7BD15890949434056F88E75CC1D56C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
552;28953;Rinard;Iowa;United States;North America;Plains;Americas;Northern America;0xE6100000010C0E338F577B2B4540129557F8449F57C0;52;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
553;28954;Rincon;Georgia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CDF156646E425404080D250A3104F54C0;8836;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
554;28955;Rincon;New Mexico;United States;North America;Southwest;Americas;Northern America;0xE6100000010CCCAB843820564040A6F10BAF24C45AC0;271;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
555;28956;Rincón;Puerto Rico (US Territory);United States;North America;External;Americas;Northern America;0xE6100000010C6A46ABFF18573240A8EBE467FECF50C0;1456;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
556;28957;Rindge;New Hampshire;United States;North America;New England;Americas;Northern America;0xE6100000010CBC6F213427604540A8BBFC98A00052C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
557;28958;Riner;Wyoming;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C7AA52C431CDE44404C81165C3DE35AC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
558;28959;Riner;Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CC90B44AA838842404B19DDE6321C54C0;859;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
559;28960;Rineyville;Kentucky;United States;North America;Southeast;Americas;Northern America;0xE6100000010C0884E7EFEFDF4240EA341CE0137E55C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
560;28961;Ringgold;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C232CCF2802E94040FCFD62B6647C58C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
561;28962;Ringgold;Nebraska;United States;North America;Plains;Americas;Northern America;0xE6100000010C7CC509021AC144408CA03193A83259C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
562;28963;Ringgold;Maryland;United States;North America;Mideast;Americas;Northern America;0xE6100000010C065D0C2FD2DA43405442661D446453C0;166;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
563;28964;Ringgold;Louisiana;United States;North America;Southeast;Americas;Northern America;0xE6100000010C7DC800F50B2A4040FF7AE0BEE95157C0;1495;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
564;28965;Ringgold;Georgia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C280AF4893C75414061BB20C7FB4655C0;3580;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
565;28966;Ringle;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C644CB0EE0E7246408751103C3E5B56C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
566;28967;Ringling;Montana;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C1941BEDFC322474092770E65A8B35BC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
567;30766;Scandinavia;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C00B0952B173B4640BDDF68C78D4956C0;363;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
568;32348;Spencerville;Maryland;United States;North America;Mideast;Americas;Northern America;0xE6100000010C4FA1A98DA08E434003B749A09C3E53C0;1594;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
569;28968;Ringling;Oklahoma;United States;North America;Southwest;Americas;Northern America;0xE6100000010C485C29075817414066B4C59D716758C0;1037;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
570;29202;Rochester;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010CF0AE6994E45944403ADA2736551254C0;3657;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
571;29203;Rochester;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C4908A062E65E4540965AEF375A0E56C0;3682;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
572;29204;Rochester;Michigan;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C6806F1811D5745405120A28790C854C0;12711;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
573;29205;Rochester;Washington;United States;North America;Far West;Americas;Northern America;0xE6100000010CD07932A42F694740038C78FC28C65EC0;2388;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
574;29206;Rochester;Ohio;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C892991442F904440CC5D4BC8879354C0;182;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
575;29207;Rochester;Kentucky;United States;North America;Southeast;Americas;Northern America;0xE6100000010C983A23A5349B4240CE4D40B827B955C0;152;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
576;29208;Rochester;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CEB84E16DEFDF4340EA735A5C086256C0;3689;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
577;29209;Rochester Hills;Michigan;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CC52522574554454082E7397D98C954C0;70995;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
578;29210;Rochford;South Dakota;United States;North America;Plains;Americas;Northern America;0xE6100000010C755AB741ED0F4640813749980EEE59C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
579;29211;Rock;Michigan;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C608033E7CF084740F6FFBB4F9FCA55C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
580;29212;Rock;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010C66B911BB5BB8424012178046694058C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
581;29213;Rock Cave;West Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CF2ADB4311B6B4340B6A805E5EC1554C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
582;29214;Rock City;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CE2AC889AE8344540E17B7F83F65D56C0;315;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
583;29215;Rock Creek;Ohio;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C86FCD8C985D444401F0027CA143754C0;529;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
584;29216;Rock Creek;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010C7D8E345DF4E0464076C6527F983D57C0;1628;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
585;29217;Rock Creek;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010CA5EA6866779F4340D45C137761E257C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
586;29218;Rock Creek;Oregon;United States;North America;Far West;Americas;Northern America;0xE6100000010C4A1F5FE74BC94640748E4B6606135EC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
587;29219;Rock Elm;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C04D5F5FA495E464066715A4BDC0D57C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
588;29220;Rock Falls;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C5B39C5F4CEE3444053639D85186C56C0;9266;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
589;29221;Rock Falls;Iowa;United States;North America;Plains;Americas;Northern America;0xE6100000010C70873C388E9A4540172D40DB6A4557C0;155;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
590;29222;Rock Hall;Maryland;United States;North America;Mideast;Americas;Northern America;0xE6100000010C7D36BC6AAF914340C0643E7B090F53C0;1310;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
591;29223;Rock Hill;Missouri;United States;North America;Plains;Americas;Northern America;0xE6100000010C300DC347C44D4340E9297288389856C0;4635;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
592;29224;Rock Hill;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010C56DD7E541ED0444086A7FC1040A652C0;1742;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
593;29225;Rock Hill;South Carolina;United States;North America;Southeast;Americas;Northern America;0xE6100000010C69D432086276414081F56EE29A4154C0;66154;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
594;29226;Rock Hill;Louisiana;United States;North America;Southeast;Americas;Northern America;0xE6100000010C76525F9676723F40A1D22DE08A2457C0;274;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
595;29227;Rock Island;Washington;United States;North America;Far West;Americas;Northern America;0xE6100000010CC5596CEE43B04740C62BB58336095EC0;788;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
596;29228;Rock Island;Oklahoma;United States;North America;Southwest;Americas;Northern America;0xE6100000010C5AF8C88ED7974140DE6B78E2D89F57C0;646;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
597;29229;Rock Island;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010CB345D26EF4873D402A221EE4D02458C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
598;29230;Rock Island;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CCC47AD8B36C14440A708CB330AA556C0;39018;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
599;29231;Rock Mills;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010C650113B8759440406D57E883655255C0;600;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
600;29232;Rock Point;Arizona;United States;North America;Southwest;Americas;Northern America;0xE6100000010CD0550449E95B4240752ACF720F685BC0;642;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
601;30699;Sausalito;California;United States;North America;Far West;Americas;Northern America;0xE6100000010C22991FC9F6ED42401CB7F3580E9F5EC0;7061;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
602;30700;Savage;Maryland;United States;North America;Mideast;Americas;Northern America;0xE6100000010C99CAEC3DA6914340BFBB9525BA3453C0;7054;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
603;30701;Savage;Montana;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CAA0CE36E10BA4740C1A90F24EF155AC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
604;30702;Savage;Mississippi;United States;North America;Southeast;Americas;Northern America;0xE6100000010C2C19B61C9E50414058665B17488E56C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
605;30703;Savage;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010CCA66B38FBA634640EB1D6E87865557C0;26911;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
606;30704;Savage Town;Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CD2EA9A7FAAC64240AB4A11CF48F352C0;78;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
607;30705;Savageville;Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CC1DE69D729D742407FCB52A170F052C0;175;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
608;30706;Savanna;Oklahoma;United States;North America;Southwest;Americas;Northern America;0xE6100000010C1FED3C889D6A4140FBE1B2CD87F757C0;686;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
609;30707;Savanna;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CB8454F80170C45408A0C61EB088A56C0;3062;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
610;30708;Savannah;Missouri;United States;North America;Plains;Americas;Northern America;0xE6100000010C4377A45588F843404D6AC3BC22B557C0;5057;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
611;30709;Savannah;Ohio;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CB09EA40A907B4440D509C3DB5E9754C0;413;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
612;30710;Savannah;Georgia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C46312F76B10A40406E01FCAE634654C0;136286;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
613;30711;Savannah;Tennessee;United States;North America;Southeast;Americas;Northern America;0xE6100000010CCA83995BC69C4140B36213F4F20F56C0;6982;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
614;30712;Savannah;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C7604CB6CEB9C4040D5DCC0D31A3A58C0;3318;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
615;30713;Savannah;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010C68379FDF9C884540CD83AA879E3053C0;558;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
616;30714;Savery;Wyoming;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CB745990D32834440F8CDB348C9DC5AC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
617;30715;Savona;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010CC56E449CF3244540D43ABBC6F84D53C0;827;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
618;30716;Savonburg;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010CF760AD35EFDF424048B945AA39C957C0;109;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
619;30717;Savoonga;Alaska;United States;North America;Far West;Americas;Northern America;0xE6100000010C723C5574DAD84F405B7DD00E534F65C0;671;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
620;30718;Savoy;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010CC731EDF6B4CC40408D637F34771758C0;831;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
621;30719;Savoy;Massachusetts[E];United States;North America;New England;Americas;Northern America;0xE6100000010C007CA64D8B484540DA418067D64152C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
622;30720;Savoy;Montana;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C8DF79969B13C4840029B73F0CC225BC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
623;30721;Savoy;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CCF2D74250207444045D7851F1C1056C0;7280;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
624;30722;Sawmill;Arizona;United States;North America;Southwest;Americas;Northern America;0xE6100000010C7463D57B85F3414020990E9D9E4A5BC0;748;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
625;30723;Sawmills;North Carolina;United States;North America;Southeast;Americas;Northern America;0xE6100000010CDE3EABCC94E941405270C2CE5E5E54C0;5240;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
626;30724;Sawpit;Colorado;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C79D78F0365FF4240DAF280681C005BC0;40;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
627;30725;Sawyer;Oklahoma;United States;North America;Southwest;Americas;Northern America;0xE6100000010C35F3B2CE420241401FAEB1584ED957C0;321;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
628;30726;Sawyer;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010CB058C345EE554740DFCBD82B872857C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
629;30727;Sawyer;Michigan;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C657C4E3052F1444065451ED2B9A555C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
630;30728;Sawyer;Washington;United States;North America;Far West;Americas;Northern America;0xE6100000010CB58828266F3A47405A8E46F421175EC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
631;30729;Sawyer;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010C8DDAB39DA5BF4240A90C2DFCAAAB58C0;124;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
632;30730;Sawyer;North Dakota;United States;North America;Plains;Americas;Northern America;0xE6100000010CA334E5547C0B4840374A03E4704359C0;357;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
633;30731;Sawyers Bar;California;United States;North America;Far West;Americas;Northern America;0xE6100000010C2DD791D90FA6444050A0F42A57C85EC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
634;30732;Sawyerville;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010C4D5CD8E43A604040771AC462AFEE55C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
635;31269;Sheboygan Falls;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C757FAB2B55DD4540ECCCF396E1F355C0;7775;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
636;31270;Shedd;Oregon;United States;North America;Far West;Americas;Northern America;0xE6100000010CEADB93D1123B4640B0FAC85210C75EC0;204;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
637;31271;Sheep Springs;New Mexico;United States;North America;Southwest;Americas;Northern America;0xE6100000010C3CC159A54F124240CA840431752D5BC0;245;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
638;31272;Sheffield;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010C0385306DEE614140E4897B87B6EC55C0;9039;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
639;31273;Sheffield;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CF9B1930BDFAD44408266214B306F56C0;926;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
640;31274;Sheffield;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010CE042C3071BDA4440AC39403047C253C0;1132;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
641;31275;Sheffield;Ohio;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CD6468666E8B54440863C821B298654C0;3982;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
642;31276;Sheffield;Iowa;United States;North America;Plains;Americas;Northern America;0xE6100000010C9E3AA0B657724540BEC172DFC54D57C0;1172;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
643;31277;Sheffield;Massachusetts[E];United States;North America;New England;Americas;Northern America;0xE6100000010CAEC0EB8E200E4540D6146D33BA5652C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
644;31278;Sheffield;Montana;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CD6E59480982A4740E62CA2DCEC885AC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
645;31279;Sheffield;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C20AE4104C1B03E4022F6AEE6A57459C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
646;31280;Sheffield;Vermont;United States;North America;New England;Americas;Northern America;0xE6100000010C0B630B410E4D46408668BE944B0752C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
647;31281;Sheffield Lake;Ohio;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CF5BEF1B567BE44405F950B957F8654C0;9137;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
